ANIO;MES;CONGLOMERADO;MUESTRA;SELVIV;HOGAR;C201;REGION;ESTRATO;LLAVE_PANEL;C203;C204;C205;C206;C207;C208;C300n;NROINF;C301_DIA;C301_MES;C301_ANIO;C303;C304;C305;C306_1;C306_2;C306_3;C306_4;C306_5;C306_6;C306_7;C306_8;C306_9;C306_10;C306_10A;C306_11;C308_COD;C309_COD;C310;C311;C317;C317A;C318_1;C318_2;C318_3;C318_4;C318_5;C318_6;C318_7;whoraT;C330;C331;P209H;C335;C338;C339_1;C341_T;C342;C344;C345_1;C348;C347_T;C350;C352;C353;C354;C355;C356;C357_I;C358;C359;SEGURO1;C366;C366_1;C366_2;C375_1;C375_2;C375_3;C375_4;C375_5;C375_6;C376;C377;OCUP300;I339_1;D341_T;I342;D344;I345_1;I348;D347_T;D350;INGTOT;INGTOTP;RESIDENT;fa_fma23
2023;2;2366201;1;11;1;1;1;1;2.02202E+19;1;1;2; ;1;37;1;1;26;1;1986;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2161;7110;1; ;1;10;0;12;12;12;12;12;6;100;1; ;1;2; ; ; ;5000; ;8000; ; ; ; ; ; ; ; ; ; ;1;3;11;5; ;2;2;2;2;2;2;10;1;1; ; ;5000; ;8000; ; ; ;13000;5000;1;698.183714
2023;2;26350;1;54;1;3;1;1;2.02302E+17;3;1;2; ;1;41;3;3;23;10;1981;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3314;4330;1; ;1;3;0;8;8;8;8;8;0;40;1; ;1;2; ; ; ;5000; ; ; ; ; ; ; ; ; ; ; ; ;1;6;8;2; ;2;2;2;2;2;2;10;7;1; ; ;5000; ; ; ; ; ;5000;5000;1;1673.300633
2023;2;17898;1;26;1;1;1;1;2.02108E+17;1;1;2; ;1;39;1;1;20;9;1983;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2143;7490;2; ;1;1;0;6;6;6;6;6;0;30;1; ;2;2; ; ; ;5000; ; ; ; ; ; ; ; ; ; ; ; ;1;2;11;5; ;2;2;2;2;2;2;10;7;1; ; ;5000; ; ; ; ; ;5000;5000;1;336.4384966
2023;2;27695;1;2;1;1;1;1;2.02205E+17;1;1;2; ;1;44;1;1;19;2;1978;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2611;6910;1; ;1;3;0;4;10;10;10;10;10;54;1; ;2;2; ; ; ;5000; ; ; ; ; ; ; ; ; ; ; ; ;1;6;11;6; ;2;2;2;2;2;2;10;7;1; ; ;5000; ; ; ; ; ;5000;5000;1;756.8356573
2023;2;18275;1;117;1;1;1;1;2.02302E+17;1;1;2; ;1;42;1;1;11;2;1981;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5211;4669;1; ;1;3;0;10;10;10;10;10;5;55;1; ;1;2; ; ; ;5000; ; ; ; ; ; ; ; ; ; ; ; ;1;1;8;2; ;2;2;2;2;2;2;10;7;1; ; ;5000; ; ; ; ; ;5000;5000;1;639.8008674
2023;2;2699701;1;92;1;1;1;1;2.02205E+19;1;1;2; ;1;33;1;1;18;7;1989;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3314;5610;1; ;1;5;0;7;7;7;7;7;5;52;1; ;2;2; ; ; ;5000; ; ; ; ; ; ; ; ; ; ; ; ;1;1;11;5; ;2;2;2;2;2;2;10;7;1; ; ;5000; ;8000; ; ; ;13000;5000;1;836.6503169
2023;2;27104;1;46;1;1;1;1;2.02302E+17;1;1;2; ;1;56;1;2;29;12;1966;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3314;4659;1; ;1;3;0;8;8;8;8;8;0;40;1; ;2;2; ; ; ;5000; ; ; ; ; ; ; ; ; ; ; ; ;1;1;6;5; ;2;2;2;2;2;2;10;7;1; ; ;5000; ; ; ; ; ;5000;5000;1;1384.354692
2023;2;1920303;1;20;1;1;1;1;2.02211E+19;1;1;2; ;2;51;1;1;30;4;1971;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;5120;5610;2; ;1;2;7;7;7;7;7;7;0;42;1; ;2;1; ; ; ;5000;50; ; ; ; ; ; ; ; ; ; ; ;1;5;8;1; ;2;2;2;2;2;2;10;7;1; ; ;5000;50; ; ; ; ;5050;5050;1;517.2120782
2023;2;20843;1;24;1;1;1;1;2.02211E+17;1;1;2; ;1;67;1;1;22;3;1955;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3314;4752;1; ;1;3;0;10;10;10;10;10;10;60;1; ;2;2; ; ; ;5000; ; ; ; ; ; ; ; ; ; ; ; ;1;1;6;5; ;2;2;2;2;2;2;10;7;1; ; ;5000; ; ; ; ; ;5000;5000;1;577.6211886
2023;2;26350;1;56;1;1;1;1;2.02302E+17;1;1;2; ;2;52;1;1;25;3;1970;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3432;1410;1; ;1;4;0;8;8;8;8;8;8;48;1; ;2;2; ; ; ;5000; ; ; ; ; ; ; ; ; ; ; ; ;1;1;10;1; ;2;2;2;2;2;2;10;7;1; ; ;5000; ; ; ; ; ;5000;5000;1;1240.061043
2023;2;26456;1;63;1;2;1;1;2.02211E+17;3;1;2; ;2;27;2;2;24;10;1995;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2642;7020;1; ;1;3;0;9;9;9;9;9;9;54;1; ;1;2; ; ; ;4000; ; ; ; ; ; ; ; ; ; ; ; ;1;2;11;5; ;2;2;2;2;2;2;10;7;1; ; ;4700; ; ; ; ; ;4700;4700;1;741.6227888
2023;2;17497;1;77;1;1;1;1;2.02211E+17;1;1;2; ;1;30;1;1;2;6;1992;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2144;4520;1; ;1;6;0;9;8;9;9;8;8;51;1; ;2;2; ; ; ;4500; ; ; ; ; ; ; ; ; ; ; ; ;1;1;11;5; ;2;2;2;2;2;2;10;7;1; ; ;4500; ; ; ; ; ;4500;4500;1;336.4384966
2023;2;17946;1;130;1;1;1;1;2.02108E+17;1;1;2; ;1;54;1;2;7;11;1968;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7111;4100;1; ;1;3;0;8;8;8;8;8;8;48;1; ;2;2; ; ; ;4500; ; ; ; ; ; ; ; ; ; ; ; ;1;5;6;5; ;2;2;2;2;2;2;10;5;1; ; ;4463; ; ; ; ; ;4463;4463;1;260.2112532
2023;2;27403;1;88;1;1;1;1;2.02211E+17;1;1;2; ;1;63;1;1;23;8;1959;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2144;7110;2; ;1;1;0;3;3;3;3;3;0;60;2;60;1;2; ; ; ;4500; ; ; ; ; ; ; ; ; ; ; ; ;1;2;11;5; ;2;2;2;2;2;2;10;6;1; ; ;4250; ; ; ; ; ;4250;4250;1;626.1451008
2023;2;20689;1;67;1;1;1;1;2.02108E+17;1;1;2; ;1;51;1;1;2;10;1971;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2611;6910;2; ;1;1;4;8;0;8;0;0;0;48;2;48;2;2; ; ; ;4500; ; ; ; ; ; ; ; ; ; ; ; ;1;1;12;2; ;2;2;2;2;2;2;10;7;1; ; ;4150; ; ; ; ; ;4150;4150;1;626.1451008
2023;2;27035;1;3;1;2;1;1;2.02211E+17;2;1;2; ;2;48;2;2;23;3;1974;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2251;8620;2; ;1;1;0;4;4;0;0;4;0;16;2;16;2;2; ; ; ;4000; ; ; ; ; ; ; ; ; ; ; ; ;1;3;11;5; ;2;2;2;2;2;2;10;7;1; ; ;4000; ; ; ; ; ;4000;4000;1;620.030522
2023;2;25539;1;45;1;1;1;1;2.02302E+17;1;1;2; ;2;41;1;1;21;7;1981;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2611;6910;2; ;1;1;0;8;8;8;8;8;0;40;1; ;2;2; ; ; ;4000; ; ; ; ; ; ; ; ; ; ; ; ;1;6;11;6; ;2;2;2;2;2;2;10;7;1; ; ;4000; ; ; ; ; ;4000;4000;1;1639.666247
2023;2;26064;1;32;1;1;1;1;2.02211E+17;1;1;2; ;1;52;1;1;31;8;1970;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3332;9329;2; ;1;1;12;0;0;0;10;12;12;46;1; ;1;2; ; ; ;4500; ; ; ; ; ; ; ; ; ; ; ; ;1;5;8;2; ;2;2;2;2;2;2;10;7;1; ; ;4000; ; ; ; ; ;4000;4000;1;626.1451008
2023;2;17311;1;94;1;1;1;1;2.02108E+17;1;1;2; ;1;60;1;1;10;2;1962;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7355;1392;2; ;1;5;8;12;12;12;12;12;12;80;1; ;2;2; ; ; ;3976; ; ; ; ; ; ; ; ; ; ; ; ;1;1;10;1; ;2;2;2;2;2;2;1;7;1; ; ;3976; ; ; ; ; ;3976;3976;1;260.9640335
2023;2;2983101;1;33;1;1;1;1;2.02302E+19;1;1;2; ;1;77;1;2;12;7;1945;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2611;6910;2; ;1;1;0;3;3;3;3;3;3;18;1; ;1;2; ; ; ;4000; ; ; ; ; ; ; ; ; ; ; ; ;1;3;12;2; ;2;2;2;2;2;2;10;7;1; ; ;3900; ; ; ; ; ;3900;3900;1;1154.789873
2023;2;17623;1;42;1;1;1;1;2.02211E+17;1;1;2; ;1;54;1;1;25;8;1968;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7513;1073;2; ;1;1;12;12;12;12;12;12;12;84;1; ;1;2; ; ; ;3800; ; ; ; ; ; ; ; ; ; ; ; ;1;5;10;3; ;2;2;2;2;2;2;10;1;1; ; ;3830; ; ; ; ; ;3830;3830;1;260.9640335
2023;2;26456;1;63;1;1;1;1;2.02211E+17;1;1;2; ;2;55;1;2;9;11;1967;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3334;6810;2; ;1;1;8;8;8;8;8;8;8;56;1; ;2;2; ; ; ;4000; ; ; ; ; ; ; ; ; ; ; ; ;1;2;9;3; ;2;2;2;2;2;2;10;7;1; ; ;3800; ; ; ; ; ;3800;3800;1;560.8809298
2023;2;46917;1;40;1;1;1;1;2.02302E+17;1;1;2; ;1;51;1;1;10;5;1971;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2611;6910;2; ;1;1;0;6;6;4;6;8;5;35;1; ;2;2; ; ; ;4000; ; ; ; ; ; ; ; ; ; ; ; ;1;5;11;5; ;2;2;2;2;2;2;10;1;1; ; ;3800; ; ; ; ; ;3800;3800;1;1121.094694
2023;2;28863;1;133;1;2;1;1;2.02202E+17;2;1;2; ;1;34;2;1;5;6;1988;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8331;4921;2; ;1;1;0;12;12;12;12;12;12;72;1; ;2;2; ; ; ;3600; ; ; ; ; ; ; ; ; ; ; ; ;1;6;6;5; ;2;2;2;2;2;2;10;9;1; ; ;3600; ; ; ; ; ;3600;3600;1;697.9102379
2023;2;19982;1;76;1;5;1;1;2.02302E+17;11;1;2; ;1;24;5;5;18;3;1998;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3432;9602;2; ;1;2;0;8;8;8;8;8;8;80;1; ;1;2; ; ; ;3500; ; ;1000; ; ; ; ; ; ; ; ; ;1;5;5;4; ;2;2;2;2;2;2;10;7;1; ; ;3500; ; ;1000; ; ;4500;3500;1;1433.303624
2023;2;22495;1;62;1;1;1;1;2.02302E+17;1;1;2; ;1;38;1;1;15;1;1985;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3112;7110;2; ;1;1;0;8;8;0;0;0;0;50;2;50;1;1; ; ; ;3500; ; ; ; ; ; ; ; ; ; ; ; ;1;6;10;2; ;2;2;2;2;2;2;10;7;1; ; ;3500; ; ; ; ; ;3500;3500;1;1513.671315
2023;2;25549;1;44;1;1;1;1;2.02202E+17;1;1;2; ;1;36;1;2;13;3;1986;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2411;6920;2; ;1;3;0;8;8;8;8;8;0;40;1; ;2;2; ; ; ;3500; ; ; ; ; ; ; ; ; ; ; ; ;1;1;12;2; ;2;2;2;2;2;2;10;7;1; ; ;3500; ; ; ; ; ;3500;3500;1;756.8356573
2023;2;2534601;1;40;1;1;1;1;2.02202E+19;1;1;2; ;1;46;1;1;22;9;1976;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3314;9329;2; ;1;5;0;0;0;0;12;12;12;36;1; ;2;2; ; ; ;3500; ; ; ; ; ; ; ; ; ; ; ; ;1;5;11;5; ;2;2;2;2;2;2;10;7;1; ; ;3500; ; ; ; ; ;3500;3500;1;577.6211886
2023;2;26272;1;60;1;4;1;1;2.02211E+17;5;1;2; ;1;33;4;4;16;6;1989;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9629;8299;2; ;1;1;0;6;6;5;4;5;4;50;2;50;1;2; ; ; ;3500; ;1500; ; ; ; ; ; ; ; ; ; ;1;5;11;5; ;2;2;2;2;2;2;10;7;1; ; ;3480; ;1500; ; ; ;4980;3480;1;836.6503169
2023;2;28474;1;19;2;1;1;1;2.02302E+17;1;1;2; ;1;66;1;1;20;7;1956;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7111;4100;1; ;1;2;0;8;8;8;8;8;6;57;1; ;1;2; ; ; ;3300; ; ;750; ; ; ; ; ; ; ; ; ;1;5;6;5; ;2;2;2;2;2;2;10;7;1; ; ;3360; ; ;750; ; ;4110;3360;1;1155.242377
2023;2;49863;1;9;1;2;1;1;2.02108E+17;2;1;2; ;1;34;2;2;1;3;1988;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3314;4630;1; ;1;4;10;8;8;8;8;8;10;60;1; ;1;2; ; ; ;3000; ; ; ; ; ; ; ; ; ; ; ; ;1;5;6;5; ;2;2;2;2;2;2;1;1;1; ; ;3300; ; ; ; ; ;3300;3300;1;677.5461779
2023;2;1861202;1;26;1;2;1;1;2.02108E+19;3;1;2; ;1;39;2;2;28;8;1983;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6222;311;2; ;1;1;8;0;8;0;0;0;0;48;2;48;2;2; ; ; ;3500;200; ; ; ; ; ; ; ; ; ; ; ;1;5;5;1; ;2;2;2;2;2;2;10;5;1; ; ;3264;200; ; ; ; ;3464;3464;1;677.5461779
2023;2;21339;1;77;1;1;1;1;2.02108E+17;1;1;2; ;1;66;1;1;25;10;1956;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8331;4922;2; ;1;1;10;0;0;0;0;10;10;30;1; ;1;2; ; ; ;3247; ; ; ; ; ; ; ; ; ; ; ; ;1;6;6;5; ;2;2;2;2;2;2;10;7;1; ; ;3247; ; ; ; ; ;3247;3247;1;577.6211886
2023;2;19470;1;20;1;2;1;1;2.02202E+17;2;1;2; ;2;55;2;2;24;5;1967;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5212;4711;2; ;1;3;9;9;9;9;9;9;9;63;1; ;2;2; ; ; ;3245;600; ; ; ; ; ; ; ; ; ; ; ;1;5;3;1; ;2;2;2;2;2;2;1;1;1; ; ;3245;600; ; ; ; ;3845;3845;1;517.4147477
2023;2;2671402;1;12;1;3;1;1;2.02302E+19;3;1;2; ;2;34;3;3;9;7;1988;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5120;5629;1; ;1;3;0;10;10;10;10;10;10;60;1; ;1;2; ; ; ;3100;50; ; ; ; ; ; ; ; ; ; ; ;1;2;11;5; ;2;2;2;2;2;2;10;6;1; ; ;3129;50; ; ; ; ;3179;3179;1;1368.299572
2023;2;28122;1;123;1;2;1;1;2.02211E+17;2;1;2; ;1;30;2;2;6;5;1992;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9621;4923;2; ;1;1;13;12;0;0;12;12;12;80;2;80;2;2; ; ; ;3100; ; ; ; ; ; ; ; ; ; ; ; ;1;6;6;5; ;2;2;2;2;2;2;10;7;1; ; ;3125; ; ; ; ; ;3125;3125;1;698.183714
2023;2;1807501;1;19;1;2;1;1;2.02211E+19;2;1;2; ;2;54;2;2;20;3;1968;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3314;8522;2; ;1;2;0;11;11;11;11;11;11;66;1; ;1;2; ; ; ;3000; ; ; ; ; ; ; ; ; ; ; ; ;1;1;11;5; ;2;2;2;2;2;2;10;7;1; ; ;3070; ; ; ; ; ;3070;3070;1;233.0889908
2023;2;23258;1;85;1;2;1;1;2.02302E+17;2;1;2; ;1;37;2;2;11;6;1985;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8331;4921;2; ;1;2;9;9;9;9;9;9;9;63;1; ;1;2; ; ; ;3031; ; ; ; ; ; ; ; ; ; ; ; ;1;6;6;5; ;2;2;2;2;2;2;10;7;1; ; ;3000; ; ; ; ; ;3000;3000;1;677.5461779
2023;2;2951501;1;40;1;2;1;1;2.02202E+19;2;1;2; ;2;53;2;2;1;9;1969;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5212;4752;1; ;1;3;0;8;8;8;8;8;8;48;1; ;2;2; ; ; ;3000; ; ; ; ; ; ; ; ; ; ; ; ;1;1;9;3; ;2;2;2;2;2;2;1;1;1; ; ;3000; ; ; ; ; ;3000;3000;1;517.4147477
2023;2;47781;1;64;1;2;1;1;2.02202E+17;2;1;2; ;1;47;2;1;9;4;1975;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5243;4791;2; ;1;1;0;9;9;9;9;9;6;51;1; ;2;2; ; ; ;3000; ; ; ; ; ; ; ; ; ; ; ; ;1;5;6;5; ;2;2;2;2;2;2;10;7;1; ; ;3000; ; ; ; ; ;3000;3000;1;626.1451008
2023;2;20426;1;24;1;1;1;1;2.02302E+17;1;1;2; ;1;34;1;1;2;1;1989;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7111;4100;1; ;1;12;0;10;10;10;12;10;10;62;1; ;1;2; ; ; ;3000; ; ; ; ; ; ; ; ; ; ; ; ;1;6;6;5; ;2;2;2;2;2;2;1;1;1; ; ;3000; ; ; ; ; ;3000;3000;1;1396.367428
2023;2;25922;1;73;1;1;1;1;2.02202E+17;1;1;2; ;1;37;1;1;26;12;1985;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3314;1410;1; ;1;5;0;6;6;6;6;6;6;36;1; ;1;2; ; ; ;3200;200; ; ; ; ; ; ; ; ; ; ; ;1;5;10;3; ;2;2;2;2;2;2;10;8;1; ; ;3000;200; ; ; ; ;3200;3200;1;697.9102379
2023;2;17916;1;93;1;3;1;1;2.02302E+17;3;1;2; ;2;51;3;3;13;6;1971;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9121;9601;1; ;1;2;0;11;11;11;11;11;11;66;1; ;2;2; ; ; ;3000; ; ; ; ; ; ; ; ; ; ; ; ;1;1;8;2; ;2;2;2;2;2;2;10;6;1; ; ;2950; ; ; ; ; ;2950;2950;1;528.1319178
2023;2;29431;1;76;1;2;1;1;2.02302E+17;2;1;2; ;2;41;2;2;11;10;1981;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2611;6910;2; ;1;1;0;2;3;2;2;3;0;22;1; ;2;1; ; ; ;2500; ; ;1000; ; ; ; ; ; ; ; ; ;1;5;11;6; ;2;2;2;2;2;2;10;7;1; ; ;2920; ; ;1000; ; ;3920;2920;1;1639.666247
2023;2;4748402;1;25;1;1;1;1;2.02108E+19;1;1;2; ;1;50;1;1;11;11;1972;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5211;4620;2; ;1;1;7;10;10;10;10;10;10;67;1; ;1;2; ; ; ;2500;15; ; ; ; ; ; ; ; ; ; ; ;1;5;6;5; ;2;2;2;2;2;2;1;7;1; ; ;2850;15; ; ; ; ;2865;2865;1;560.547347
2023;2;23880;1;152;1;1;1;1;2.02108E+17;1;1;2; ;1;42;1;1;31;8;1980;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8322;4922;2; ;1;1;12;12;12;12;12;12;12;84;1; ;1;2; ; ; ;2728; ; ; ; ; ; ; ; ; ; ; ; ;1;5;6;5; ;2;2;2;2;2;2;10;7;1; ; ;2845; ; ; ; ; ;2845;2845;1;698.183714
2023;2;27403;1;87;1;4;1;1;2.02211E+17;8;1;2; ;1;38;4;4;8;4;1984;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3432;7410;2; ;1;1;0;0;8;8;8;0;0;30;2;30;2;2; ; ; ;3000; ; ; ; ; ; ; ; ; ; ; ; ;1;2;9;3; ;2;2;2;2;2;2;10;7;1; ; ;2820; ; ; ; ; ;2820;2820;1;756.8356573
2023;2;19526;1;69;1;2;1;1;2.02202E+17;2;1;2; ;2;68;2;2;30;12;1954;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9411;5610;2; ;1;1;3;0;0;0;0;0;8;11;1; ;1;2; ; ; ;2810;15; ; ; ; ; ; ; ; ; ; ; ;1;4;5;1; ;2;2;2;2;2;2;10;7;1; ; ;2810;15; ; ; ; ;2825;2825;1;517.4147477
2023;2;2730702;1;75;1;1;1;1;2.02211E+19;1;1;2; ;2;27;1;1;31;3;1995;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3432;7410;2; ;1;2;11;11;11;11;11;11;11;77;1; ;1;2; ; ; ;3000; ; ; ; ; ; ; ; ; ; ; ; ;1;5;6;5; ;2;2;2;2;2;2;10;7;1; ; ;2800; ; ; ; ; ;2800;2800;1;684.149786
2023;2;25224;1;30;1;2;1;1;2.02302E+17;2;1;2; ;1;57;2;3;16;11;1965;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8322;4922;2; ;1;1;10;10;10;10;10;10;0;60;1; ;2;2; ; ; ;2800; ; ; ; ; ; ; ; ; ; ; ; ;1;4;6;5; ;2;2;2;2;2;2;10;7;1; ; ;2700; ; ; ; ; ;2700;2700;1;1155.242377
2023;2;21677;1;76;1;2;1;1;2.02211E+17;3;1;2; ;2;31;2;2;30;7;1991;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2421;7020;2; ;1;1;5;10;10;10;10;10;5;60;1; ;2;1; ; ; ;2690; ; ; ; ; ; ; ; ; ; ; ; ;1;5;11;5; ;2;2;2;2;2;2;10;7;1; ; ;2690; ; ; ; ; ;2690;2690;1;741.6227888
2023;2;21136;1;114;1;1;1;1;2.02302E+17;1;1;2; ;1;40;1;1;27;4;1982;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7123;4330;2; ;1;1;0;6;6;6;6;6;0;30;1; ;1;2; ; ; ;2687; ; ; ; ; ; ; ; ; ; ; ; ;1;5;8;1; ;2;2;2;2;2;2;10;7;1; ; ;2687; ; ; ; ; ;2687;2687;1;1396.367428
2023;2;2730702;1;71;1;1;1;1;2.02211E+19;1;1;2; ;1;31;1;1;30;11;1991;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8322;4922;2; ;1;1;12;12;12;12;12;12;12;87;1; ;1;2; ; ; ;2680; ; ;300; ; ; ; ; ; ; ; ; ;1;1;11;5; ;2;2;2;2;2;2;10;7;1; ; ;2680; ; ;300; ; ;2980;2680;1;698.183714
2023;2;20635;1;20;1;1;1;1;2.02202E+17;1;1;2; ;2;47;1;1;26;4;1975;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5211;4620;1; ;1;3;0;16;16;16;16;16;16;96;1; ;1;1; ; ; ;2600; ; ; ; ; ; ; ; ; ; ; ; ;1;5;11;5; ;2;2;2;2;2;2;10;7;1; ; ;2675; ; ; ; ; ;2675;2675;1;517.4147477
2023;2;1819202;1;84;1;2;1;1;2.02202E+19;2;1;2; ;2;28;2;2;25;10;1994;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5120;5610;1; ;1;3;9;9;9;9;9;9;9;63;1; ;2;1; ; ; ;2666;454; ; ; ; ; ; ; ; ; ; ; ;1;5;6;5; ;2;2;2;2;2;2;10;7;1; ; ;2666;600; ; ; ; ;3266;3266;1;308.2010783
2023;2;27497;1;25;1;2;1;1;2.02202E+17;2;1;2; ;2;41;2;2;15;12;1981;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3332;9329;1; ;1;2;0;2;2;2;2;2;5;15;1; ;1;2; ; ; ;2650; ; ; ; ; ; ; ; ; ; ; ; ;1;3;11;5; ;2;2;2;2;2;2;10;7;1; ; ;2650; ; ; ; ; ;2650;2650;1;741.6227888
2023;2;21047;1;121;1;1;1;1;2.02211E+17;1;1;2; ;1;51;1;1;3;5;1971;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7352;1410;1; ;1;2;10;10;10;10;10;10;10;91;1; ;2;2; ; ; ;2500; ; ;500; ; ; ; ; ; ; ; ; ;1;6;6;5; ;2;2;2;2;2;2;10;7;1; ; ;2635; ; ;500; ; ;3135;2635;1;626.1451008
2023;2;17656;1;37;1;1;1;1;2.02211E+17;1;1;2; ;1;39;1;1;30;10;1983;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8332;4923;2; ;1;1;12;0;0;12;12;12;12;80;2;80;1;2; ; ; ;2631; ; ; ; ; ; ; ; ; ; ; ; ;1;5;5;2; ;2;2;2;2;2;2;10;7;1; ; ;2631; ; ; ; ; ;2631;2631;1;315.4330931
2023;2;28591;1;132;1;1;1;1;2.02211E+17;1;1;2; ;1;35;1;1;17;1;1988;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8322;4922;2; ;1;1;0;8;8;8;8;8;8;48;1; ;1;2; ; ; ;2500; ; ; ; ; ; ; ; ; ; ; ; ;1;5;8;2; ;2;2;2;2;2;2;10;7;1; ; ;2600; ; ; ; ; ;2600;2600;1;697.9102379
2023;2;24658;1;54;1;1;1;1;2.02302E+17;1;1;2; ;1;53;1;1;18;1;1970;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7111;4100;1; ;1;4;0;8;8;8;8;8;6;46;1; ;2;2; ; ; ;2800; ; ; ; ; ; ; ; ; ; ; ; ;1;5;6;5; ;2;2;2;2;2;2;10;7;1; ; ;2600; ; ; ; ; ;2600;2600;1;1121.094694
2023;2;2327502;1;31;1;1;1;1;2.02205E+19;1;1;2; ;1;55;1;1;19;8;1967;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8332;4923;1; ;1;2;0;4;4;0;0;0;0;20;2;20;1;2; ; ; ;2560; ; ; ; ; ; ; ; ; ; ; ; ;1;6;6;5; ;2;2;2;2;2;2;10;1;1; ; ;2560; ; ; ; ; ;2560;2560;1;560.547347
2023;2;2534601;1;41;1;1;1;1;2.02302E+19;1;1;2; ;1;39;1;1;23;1;1984;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9537;4789;2; ;1;1;14;14;14;14;14;14;14;98;1; ;2;1; ; ; ;2500;50; ; ; ; ; ; ; ; ; ; ; ;1;6;6;5; ;2;2;2;2;2;2;10;6;1; ; ;2550;50; ; ; ; ;2600;2600;1;698.183714
2023;2;26276;1;57;1;1;1;1;2.02211E+17;1;1;2; ;1;49;1;1;7;12;1973;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8322;4922;2; ;1;1;12;12;12;12;12;12;12;84;1; ;2;2; ; ; ;3000; ; ; ; ; ; ; ; ; ; ; ; ;1;1;11;5; ;2;2;2;2;2;2;10;7;1; ; ;2536; ; ; ; ; ;2536;2536;1;692.1773464
2023;2;27666;1;157;1;1;1;1;2.02108E+17;1;1;2; ;1;43;1;1;5;7;1979;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7322;3100;1; ;1;2;0;8;8;8;8;0;0;45;2;45;1;2; ; ; ;2500; ; ; ; ; ; ; ; ; ; ; ; ;1;5;6;5; ;2;2;2;2;2;2;10;7;1; ; ;2520; ; ; ; ; ;2520;2520;1;836.6503169
